iso,vaccine,date,total_vaccinations
ARG,Sputnik V,12/9/2022,20757988
ARG,CanSino,12/10/2022,988631
ARG,Moderna,12/10/2022,14533646
ARG,Pfizer/BioNTech,12/10/2022,19360225
ARG,Sinopharm/Beijing,12/10/2022,28930398
ARG,Moderna,12/11/2022,14536547
ARG,Oxford/AstraZeneca,12/11/2022,26781042
ARG,Pfizer/BioNTech,12/11/2022,19360273
ARG,Sinopharm/Beijing,12/11/2022,28930408
ARG,CanSino,12/12/2022,988633
ARG,Moderna,12/12/2022,14660930
ARG,Oxford/AstraZeneca,12/12/2022,26781049
ARG,Pfizer/BioNTech,12/12/2022,19366025
ARG,Sinopharm/Beijing,12/12/2022,28930937
ARG,Sputnik V,12/12/2022,20757996
ARG,Moderna,12/13/2022,14780228
ARG,Oxford/AstraZeneca,12/13/2022,26781053
ARG,Pfizer/BioNTech,12/13/2022,19369259
ARG,Sinopharm/Beijing,12/13/2022,28931475
ARG,Sputnik V,12/13/2022,20757997
ARG,CanSino,12/14/2022,988634
ARG,Moderna,12/14/2022,14906625
ARG,Oxford/AstraZeneca,12/14/2022,26781055
ARG,Pfizer/BioNTech,12/14/2022,19373619
ARG,Sinopharm/Beijing,12/14/2022,28932023
ARG,Sputnik V,12/14/2022,20757998
ARG,Moderna,12/15/2022,15034725
ARG,Oxford/AstraZeneca,12/15/2022,26781062
ARG,Pfizer/BioNTech,12/15/2022,19377461
ARG,Sinopharm/Beijing,12/15/2022,28932670
ARG,Sputnik V,12/15/2022,20757999
ARG,Moderna,12/16/2022,15169347
ARG,Oxford/AstraZeneca,12/16/2022,26781066
ARG,Pfizer/BioNTech,12/16/2022,19380433
ARG,Sinopharm/Beijing,12/16/2022,28933338
ARG,CanSino,12/17/2022,988638
ARG,Moderna,12/17/2022,15196752
ARG,Oxford/AstraZeneca,12/17/2022,26781067
ARG,Pfizer/BioNTech,12/17/2022,19380841
ARG,Sinopharm/Beijing,12/17/2022,28933431
ARG,Moderna,12/18/2022,15200802
ARG,Pfizer/BioNTech,12/18/2022,19380850
ARG,Sinopharm/Beijing,12/18/2022,28933442
ARG,CanSino,12/19/2022,988640
ARG,Moderna,12/19/2022,15300612
ARG,Oxford/AstraZeneca,12/19/2022,26781069
ARG,Pfizer/BioNTech,12/19/2022,19382455
ARG,Sinopharm/Beijing,12/19/2022,28933953
ARG,Moderna,12/20/2022,15337201
ARG,Oxford/AstraZeneca,12/20/2022,26781073
ARG,Pfizer/BioNTech,12/20/2022,19383447
ARG,Sinopharm/Beijing,12/20/2022,28934259
ARG,Moderna,12/21/2022,15449726
ARG,Oxford/AstraZeneca,12/21/2022,26781076
ARG,Pfizer/BioNTech,12/21/2022,19385973
ARG,Sinopharm/Beijing,12/21/2022,28934903
ARG,Moderna,12/22/2022,15542545
ARG,Pfizer/BioNTech,12/22/2022,19387926
ARG,Sinopharm/Beijing,12/22/2022,28935468
ARG,Moderna,12/23/2022,15571948
ARG,Pfizer/BioNTech,12/23/2022,19388110
ARG,Sinopharm/Beijing,12/23/2022,28935576
ARG,Moderna,12/24/2022,15574724
ARG,Pfizer/BioNTech,12/24/2022,19388119
ARG,Sinopharm/Beijing,12/24/2022,28935584
ARG,Moderna,12/25/2022,15575070
ARG,Pfizer/BioNTech,12/25/2022,19388122
ARG,Moderna,12/26/2022,15685712
ARG,Pfizer/BioNTech,12/26/2022,19389840
ARG,Sinopharm/Beijing,12/26/2022,28936238
ARG,Sputnik V,12/26/2022,20758000
ARG,Moderna,12/27/2022,15817669
ARG,Oxford/AstraZeneca,12/27/2022,26781079
ARG,Pfizer/BioNTech,12/27/2022,19392630
ARG,Sinopharm/Beijing,12/27/2022,28936975
ARG,Sputnik V,12/27/2022,20758001
ARG,CanSino,12/28/2022,988641
ARG,Moderna,12/28/2022,15942323
ARG,Oxford/AstraZeneca,12/28/2022,26781082
ARG,Pfizer/BioNTech,12/28/2022,19395504
ARG,Sinopharm/Beijing,12/28/2022,28937784
ARG,Moderna,12/29/2022,16040683
ARG,Oxford/AstraZeneca,12/29/2022,26781088
ARG,Pfizer/BioNTech,12/29/2022,19397702
ARG,Sinopharm/Beijing,12/29/2022,28938522
ARG,Moderna,12/30/2022,16063694
ARG,Pfizer/BioNTech,12/30/2022,19397978
ARG,Sinopharm/Beijing,12/30/2022,28938631
ARG,Moderna,12/31/2022,16064537
ARG,Oxford/AstraZeneca,12/31/2022,26781089
ARG,Pfizer/BioNTech,12/31/2022,19397994
ARG,Sinopharm/Beijing,12/31/2022,28938637
ARG,Moderna,1/1/2023,16065305
ARG,Pfizer/BioNTech,1/1/2023,19398008
ARG,Sinopharm/Beijing,1/1/2023,28938641
ARG,Moderna,1/2/2023,16154803
ARG,Oxford/AstraZeneca,1/2/2023,26781091
ARG,Pfizer/BioNTech,1/2/2023,19398789
ARG,Sinopharm/Beijing,1/2/2023,28939180
ARG,CanSino,1/3/2023,988642
ARG,Moderna,1/3/2023,16259976
ARG,Oxford/AstraZeneca,1/3/2023,26781092
ARG,Pfizer/BioNTech,1/3/2023,19400542
ARG,Sinopharm/Beijing,1/3/2023,28939777
ARG,CanSino,1/4/2023,988645
ARG,Moderna,1/4/2023,16374668
ARG,Oxford/AstraZeneca,1/4/2023,26781094
ARG,Pfizer/BioNTech,1/4/2023,19402550
ARG,Sinopharm/Beijing,1/4/2023,28940472
ARG,Moderna,1/5/2023,16478474
ARG,Oxford/AstraZeneca,1/5/2023,26781095
ARG,Pfizer/BioNTech,1/5/2023,19404271
ARG,Sinopharm/Beijing,1/5/2023,28941138
ARG,CanSino,1/6/2023,988646
ARG,Moderna,1/6/2023,16578291
ARG,Pfizer/BioNTech,1/6/2023,19405636
ARG,Sinopharm/Beijing,1/6/2023,28941707
ARG,Moderna,1/7/2023,16594092
ARG,Pfizer/BioNTech,1/7/2023,19405743
ARG,Sinopharm/Beijing,1/7/2023,28941784
ARG,Moderna,1/8/2023,16599503
ARG,Pfizer/BioNTech,1/8/2023,19405749
ARG,Sinopharm/Beijing,1/8/2023,28941801
ARG,Moderna,1/9/2023,16685893
ARG,Oxford/AstraZeneca,1/9/2023,26781099
ARG,Pfizer/BioNTech,1/9/2023,19406961
ARG,Sinopharm/Beijing,1/9/2023,28942399
ARG,Sputnik V,1/9/2023,20758002
ARG,Moderna,1/10/2023,16772014
ARG,Oxford/AstraZeneca,1/10/2023,26781100
ARG,Pfizer/BioNTech,1/10/2023,19408530
ARG,Sinopharm/Beijing,1/10/2023,28943106
ARG,Sputnik V,1/10/2023,20758003
ARG,CanSino,1/11/2023,988649
ARG,Moderna,1/11/2023,16856263
ARG,Oxford/AstraZeneca,1/11/2023,26781103
ARG,Pfizer/BioNTech,1/11/2023,19412159
ARG,Sinopharm/Beijing,1/11/2023,28943742
ARG,Moderna,1/12/2023,16932909
ARG,Oxford/AstraZeneca,1/12/2023,26781106
ARG,Pfizer/BioNTech,1/12/2023,19417369
ARG,Sinopharm/Beijing,1/12/2023,28944348
ARG,CanSino,1/13/2023,988656
ARG,Moderna,1/13/2023,17007824
ARG,Oxford/AstraZeneca,1/13/2023,26781109
ARG,Pfizer/BioNTech,1/13/2023,19423368
ARG,Sinopharm/Beijing,1/13/2023,28944943
ARG,Moderna,1/14/2023,17022534
ARG,Pfizer/BioNTech,1/14/2023,19424594
ARG,Sinopharm/Beijing,1/14/2023,28945013
ARG,Moderna,1/15/2023,17027741
ARG,Pfizer/BioNTech,1/15/2023,19424752
ARG,Sinopharm/Beijing,1/15/2023,28945033
ARG,Moderna,1/16/2023,17084799
ARG,Pfizer/BioNTech,1/16/2023,19430933
ARG,Sinopharm/Beijing,1/16/2023,28945544
ARG,Moderna,1/17/2023,17130521
ARG,Oxford/AstraZeneca,1/17/2023,26781110
ARG,Pfizer/BioNTech,1/17/2023,19438391
ARG,Sinopharm/Beijing,1/17/2023,28946109
ARG,Moderna,1/18/2023,17177955
ARG,Oxford/AstraZeneca,1/18/2023,26781112
ARG,Pfizer/BioNTech,1/18/2023,19446333
ARG,Sinopharm/Beijing,1/18/2023,28946652
ARG,CanSino,1/19/2023,988657
ARG,Moderna,1/19/2023,17210369
ARG,Oxford/AstraZeneca,1/19/2023,26781113
ARG,Pfizer/BioNTech,1/19/2023,19457653
ARG,Sinopharm/Beijing,1/19/2023,28947083
ARG,Moderna,1/20/2023,17246929
ARG,Oxford/AstraZeneca,1/20/2023,26781117
ARG,Pfizer/BioNTech,1/20/2023,19469891
ARG,Sinopharm/Beijing,1/20/2023,28947596
ARG,Moderna,1/21/2023,17252655
ARG,Pfizer/BioNTech,1/21/2023,19473476
ARG,Sinopharm/Beijing,1/21/2023,28947650
ARG,Moderna,1/22/2023,17254028
ARG,Pfizer/BioNTech,1/22/2023,19475314
ARG,Sinopharm/Beijing,1/22/2023,28947658
ARG,Moderna,1/23/2023,17279306
ARG,Pfizer/BioNTech,1/23/2023,19489848
ARG,Sinopharm/Beijing,1/23/2023,28948108
ARG,Moderna,1/24/2023,17304716
ARG,Oxford/AstraZeneca,1/24/2023,26781119
ARG,Pfizer/BioNTech,1/24/2023,19505470
ARG,Sinopharm/Beijing,1/24/2023,28948589
ARG,Sputnik V,1/24/2023,20758004
ARG,Moderna,1/25/2023,17328107
ARG,Oxford/AstraZeneca,1/25/2023,26781120
ARG,Pfizer/BioNTech,1/25/2023,19523759
ARG,Sinopharm/Beijing,1/25/2023,28949041
ARG,Moderna,1/26/2023,17350353
ARG,Pfizer/BioNTech,1/26/2023,19543157
ARG,Sinopharm/Beijing,1/26/2023,28949480
ARG,Moderna,1/27/2023,17368053
ARG,Oxford/AstraZeneca,1/27/2023,26781122
ARG,Pfizer/BioNTech,1/27/2023,19563840
ARG,Sinopharm/Beijing,1/27/2023,28949874
ARG,Moderna,1/28/2023,17370472
ARG,Pfizer/BioNTech,1/28/2023,19570012
ARG,Sinopharm/Beijing,1/28/2023,28949924
ARG,Moderna,1/29/2023,17371266
ARG,Pfizer/BioNTech,1/29/2023,19573898
ARG,Sinopharm/Beijing,1/29/2023,28949937
ARG,CanSino,1/30/2023,988658
ARG,Moderna,1/30/2023,17388251
ARG,Oxford/AstraZeneca,1/30/2023,26781123
ARG,Pfizer/BioNTech,1/30/2023,19591786
ARG,Sinopharm/Beijing,1/30/2023,28950342
ARG,Moderna,1/31/2023,17405907
ARG,Pfizer/BioNTech,1/31/2023,19611500
ARG,Sinopharm/Beijing,1/31/2023,28950764
ARG,Sputnik V,1/31/2023,20758005
ARG,Moderna,2/1/2023,17421093
ARG,Oxford/AstraZeneca,2/1/2023,26781126
ARG,Pfizer/BioNTech,2/1/2023,19631950
ARG,Sinopharm/Beijing,2/1/2023,28951165
ARG,Sputnik V,2/1/2023,20758006
ARG,Moderna,2/2/2023,17434141
ARG,Oxford/AstraZeneca,2/2/2023,26781128
ARG,Pfizer/BioNTech,2/2/2023,19649839
ARG,Sinopharm/Beijing,2/2/2023,28951567
ARG,Moderna,2/3/2023,17446696
ARG,Pfizer/BioNTech,2/3/2023,19671640
ARG,Sinopharm/Beijing,2/3/2023,28951944
ARG,Moderna,2/4/2023,17448388
ARG,Pfizer/BioNTech,2/4/2023,19677625
ARG,Sinopharm/Beijing,2/4/2023,28952014
ARG,Moderna,2/5/2023,17448964
ARG,Pfizer/BioNTech,2/5/2023,19680076
ARG,Sinopharm/Beijing,2/5/2023,28952025
ARG,Moderna,2/6/2023,17458460
ARG,Pfizer/BioNTech,2/6/2023,19699203
ARG,Sinopharm/Beijing,2/6/2023,28952365
ARG,Moderna,2/7/2023,17468288
ARG,Pfizer/BioNTech,2/7/2023,19717861
ARG,Sinopharm/Beijing,2/7/2023,28952773
ARG,Moderna,2/8/2023,17478135
ARG,Pfizer/BioNTech,2/8/2023,19737153
ARG,Sinopharm/Beijing,2/8/2023,28953176
ARG,Moderna,2/9/2023,17487391
ARG,Oxford/AstraZeneca,2/9/2023,26781129
ARG,Pfizer/BioNTech,2/9/2023,19757399
ARG,Sinopharm/Beijing,2/9/2023,28953600
ARG,Moderna,2/10/2023,17496284
ARG,Oxford/AstraZeneca,2/10/2023,26781131
ARG,Pfizer/BioNTech,2/10/2023,19778770
ARG,Sinopharm/Beijing,2/10/2023,28954009
ARG,Sputnik Light,2/10/2023,5
ARG,Sputnik V,2/10/2023,20758007
ARG,Moderna,2/11/2023,17497522
ARG,Pfizer/BioNTech,2/11/2023,19784584
ARG,Sinopharm/Beijing,2/11/2023,28954053
ARG,Sputnik Light,2/11/2023,10
ARG,Moderna,2/12/2023,17497881
ARG,Oxford/AstraZeneca,2/12/2023,26781132
ARG,Pfizer/BioNTech,2/12/2023,19787244
ARG,Sinopharm/Beijing,2/12/2023,28954057
ARG,Moderna,2/13/2023,17504616
ARG,Pfizer/BioNTech,2/13/2023,19802380
ARG,Sinopharm/Beijing,2/13/2023,28954404
ARG,Sputnik Light,2/13/2023,30
ARG,CanSino,2/14/2023,988659
ARG,Moderna,2/14/2023,17512414
ARG,Pfizer/BioNTech,2/14/2023,19818956
ARG,Sinopharm/Beijing,2/14/2023,28954802
ARG,Sputnik Light,2/14/2023,65
ARG,Moderna,2/15/2023,17521075
ARG,Oxford/AstraZeneca,2/15/2023,26781133
ARG,Pfizer/BioNTech,2/15/2023,19836245
ARG,Sinopharm/Beijing,2/15/2023,28955211
ARG,Sputnik Light,2/15/2023,90
ARG,Sputnik V,2/15/2023,20758008
ARG,Moderna,2/16/2023,17529253
ARG,Pfizer/BioNTech,2/16/2023,19853466
ARG,Sinopharm/Beijing,2/16/2023,28955621
ARG,Sputnik Light,2/16/2023,131
ARG,Moderna,2/17/2023,17536654
ARG,Pfizer/BioNTech,2/17/2023,19871521
ARG,Sinopharm/Beijing,2/17/2023,28956013
ARG,Sputnik Light,2/17/2023,166
ARG,Sputnik V,2/17/2023,20758009
ARG,Moderna,2/18/2023,17537657
ARG,Pfizer/BioNTech,2/18/2023,19876810
ARG,Sinopharm/Beijing,2/18/2023,28956061
ARG,Sputnik Light,2/18/2023,176
ARG,Moderna,2/19/2023,17538058
ARG,Pfizer/BioNTech,2/19/2023,19879097
ARG,Sinopharm/Beijing,2/19/2023,28956075
ARG,Sputnik Light,2/19/2023,186
ARG,Moderna,2/20/2023,17538516
ARG,Pfizer/BioNTech,2/20/2023,19881037
ARG,Sinopharm/Beijing,2/20/2023,28956087
ARG,Sputnik Light,2/20/2023,213
ARG,Moderna,2/21/2023,17538867
ARG,Pfizer/BioNTech,2/21/2023,19881555
ARG,Sinopharm/Beijing,2/21/2023,28956114
ARG,Sputnik Light,2/21/2023,251
ARG,Moderna,2/22/2023,17546907
ARG,Oxford/AstraZeneca,2/22/2023,26781134
ARG,Pfizer/BioNTech,2/22/2023,19897165
ARG,Sinopharm/Beijing,2/22/2023,28956545
ARG,Sputnik Light,2/22/2023,352
ARG,CanSino,2/23/2023,988660
ARG,Moderna,2/23/2023,17555320
ARG,Oxford/AstraZeneca,2/23/2023,26781135
ARG,Pfizer/BioNTech,2/23/2023,19912425
ARG,Sinopharm/Beijing,2/23/2023,28957045
ARG,Sputnik Light,2/23/2023,508
ARG,Sputnik V,2/23/2023,20758010
ARG,Moderna,2/24/2023,17564905
ARG,Pfizer/BioNTech,2/24/2023,19930480
ARG,Sinopharm/Beijing,2/24/2023,28957556
ARG,Sputnik Light,2/24/2023,620
ARG,Sputnik V,2/24/2023,20758011
ARG,Moderna,2/25/2023,17566065
ARG,Pfizer/BioNTech,2/25/2023,19934366
ARG,Sinopharm/Beijing,2/25/2023,28957599
ARG,Sputnik Light,2/25/2023,667
ARG,Moderna,2/26/2023,17566304
ARG,Pfizer/BioNTech,2/26/2023,19935806
ARG,Sinopharm/Beijing,2/26/2023,28957601
ARG,Sputnik Light,2/26/2023,682
ARG,Moderna,2/27/2023,17573789
ARG,Oxford/AstraZeneca,2/27/2023,26781136
ARG,Pfizer/BioNTech,2/27/2023,19950087
ARG,Sinopharm/Beijing,2/27/2023,28958060
ARG,Sputnik Light,2/27/2023,820
ARG,Sputnik V,2/27/2023,20758012
ARG,Moderna,2/28/2023,17580087
ARG,Pfizer/BioNTech,2/28/2023,19962567
ARG,Sinopharm/Beijing,2/28/2023,28958432
ARG,Sputnik Light,2/28/2023,1036
ARG,Moderna,3/1/2023,17584297
ARG,Pfizer/BioNTech,3/1/2023,19972734
ARG,Sinopharm/Beijing,3/1/2023,28958727
ARG,Sputnik Light,3/1/2023,1260
ARG,Sputnik V,3/1/2023,20758018
ARG,Moderna,3/2/2023,17588895
ARG,Pfizer/BioNTech,3/2/2023,19981838
ARG,Sinopharm/Beijing,3/2/2023,28959009
ARG,Sputnik Light,3/2/2023,1396
ARG,Sputnik V,3/2/2023,20758020
ARG,Moderna,3/3/2023,17594267
ARG,Oxford/AstraZeneca,3/3/2023,26781137
ARG,Pfizer/BioNTech,3/3/2023,19992006
ARG,Sinopharm/Beijing,3/3/2023,28959287
ARG,Sputnik Light,3/3/2023,1614
ARG,Moderna,3/4/2023,17595342
ARG,Pfizer/BioNTech,3/4/2023,19994407
ARG,Sinopharm/Beijing,3/4/2023,28959331
ARG,Sputnik Light,3/4/2023,1678
ARG,Moderna,3/5/2023,17595503
ARG,Pfizer/BioNTech,3/5/2023,19995313
ARG,Sinopharm/Beijing,3/5/2023,28959340
ARG,Sputnik Light,3/5/2023,1705
ARG,Moderna,3/6/2023,17599704
ARG,Pfizer/BioNTech,3/6/2023,20003271
ARG,Sinopharm/Beijing,3/6/2023,28959562
ARG,Sputnik Light,3/6/2023,1902
ARG,Sputnik V,3/6/2023,20758021
ARG,Moderna,3/7/2023,17604656
ARG,Pfizer/BioNTech,3/7/2023,20011263
ARG,Sinopharm/Beijing,3/7/2023,28959812
ARG,Sputnik Light,3/7/2023,2120
ARG,Moderna,3/8/2023,17608302
ARG,Pfizer/BioNTech,3/8/2023,20016999
ARG,Sinopharm/Beijing,3/8/2023,28960002
ARG,Sputnik Light,3/8/2023,2286
ARG,Sputnik V,3/8/2023,20758023
ARG,Moderna,3/9/2023,17612401
ARG,Pfizer/BioNTech,3/9/2023,20024955
ARG,Sinopharm/Beijing,3/9/2023,28960288
ARG,Sputnik Light,3/9/2023,2590
ARG,Sputnik V,3/9/2023,20758031
ARG,Moderna,3/10/2023,17617446
ARG,Pfizer/BioNTech,3/10/2023,20033985
ARG,Sinopharm/Beijing,3/10/2023,28960587
ARG,Sputnik Light,3/10/2023,2871
ARG,Sputnik V,3/10/2023,20758040
ARG,Moderna,3/11/2023,17618494
ARG,Pfizer/BioNTech,3/11/2023,20035891
ARG,Sinopharm/Beijing,3/11/2023,28960628
ARG,Sputnik Light,3/11/2023,2920
ARG,Sputnik V,3/11/2023,20758041
ARG,Moderna,3/12/2023,17618535
ARG,Pfizer/BioNTech,3/12/2023,20036568
ARG,Sinopharm/Beijing,3/12/2023,28960641
ARG,Sputnik Light,3/12/2023,2935
ARG,Moderna,3/13/2023,17619130
ARG,Pfizer/BioNTech,3/13/2023,20044314
ARG,Sinopharm/Beijing,3/13/2023,28961027
ARG,Sputnik Light,3/13/2023,3237
ARG,CanSino,3/14/2023,988661
ARG,Moderna,3/14/2023,17620152
ARG,Pfizer/BioNTech,3/14/2023,20052338
ARG,Sinopharm/Beijing,3/14/2023,28961409
ARG,Sputnik Light,3/14/2023,3564
ARG,Moderna,3/15/2023,17621467
ARG,Pfizer/BioNTech,3/15/2023,20060557
ARG,Sinopharm/Beijing,3/15/2023,28961796
ARG,Sputnik Light,3/15/2023,3931
ARG,Moderna,3/16/2023,17623053
ARG,Pfizer/BioNTech,3/16/2023,20068590
ARG,Sinopharm/Beijing,3/16/2023,28962233
ARG,Sputnik Light,3/16/2023,4319
ARG,Sputnik V,3/16/2023,20758042
ARG,Moderna,3/17/2023,17625072
ARG,Oxford/AstraZeneca,3/17/2023,26781138
ARG,Pfizer/BioNTech,3/17/2023,20077903
ARG,Sinopharm/Beijing,3/17/2023,28962702
ARG,Sputnik Light,3/17/2023,4683
ARG,Sputnik V,3/17/2023,20758044
ARG,Moderna,3/18/2023,17625530
ARG,Pfizer/BioNTech,3/18/2023,20080031
ARG,Sinopharm/Beijing,3/18/2023,28962772
ARG,Sputnik Light,3/18/2023,4740
ARG,Moderna,3/19/2023,17625603
ARG,Pfizer/BioNTech,3/19/2023,20080640
ARG,Sinopharm/Beijing,3/19/2023,28962784
ARG,Sputnik Light,3/19/2023,4772
ARG,Sputnik V,3/19/2023,20758045
ARG,Moderna,3/20/2023,17628023
ARG,Pfizer/BioNTech,3/20/2023,20088347
ARG,Sinopharm/Beijing,3/20/2023,28963186
ARG,Sputnik Light,3/20/2023,5163
ARG,Sputnik V,3/20/2023,20758046
ARG,Moderna,3/21/2023,17630655
ARG,Oxford/AstraZeneca,3/21/2023,26781139
ARG,Pfizer/BioNTech,3/21/2023,20096578
ARG,Sinopharm/Beijing,3/21/2023,28963579
ARG,Sputnik Light,3/21/2023,5539
ARG,Sputnik V,3/21/2023,20758048
ARG,CanSino,3/22/2023,988662
ARG,Moderna,3/22/2023,17633774
ARG,Oxford/AstraZeneca,3/22/2023,26781140
ARG,Pfizer/BioNTech,3/22/2023,20105166
ARG,Sinopharm/Beijing,3/22/2023,28964037
ARG,Sputnik Light,3/22/2023,5914
ARG,Moderna,3/23/2023,17637115
ARG,Pfizer/BioNTech,3/23/2023,20114885
ARG,Sinopharm/Beijing,3/23/2023,28964487
ARG,Sputnik Light,3/23/2023,6295
ARG,Moderna,3/24/2023,17637360
ARG,Pfizer/BioNTech,3/24/2023,20116003
ARG,Sinopharm/Beijing,3/24/2023,28964509
ARG,Sputnik Light,3/24/2023,6387
ARG,Moderna,3/25/2023,17637617
ARG,Oxford/AstraZeneca,3/25/2023,26781142
ARG,Pfizer/BioNTech,3/25/2023,20117595
ARG,Sinopharm/Beijing,3/25/2023,28964545
ARG,Sputnik Light,3/25/2023,6427
ARG,Moderna,3/26/2023,17637738
ARG,Pfizer/BioNTech,3/26/2023,20118271
ARG,Sinopharm/Beijing,3/26/2023,28964556
ARG,Sputnik Light,3/26/2023,6433
ARG,Moderna,3/27/2023,17640462
ARG,Pfizer/BioNTech,3/27/2023,20126436
ARG,Sinopharm/Beijing,3/27/2023,28964937
ARG,Sputnik Light,3/27/2023,6812
ARG,Sputnik V,3/27/2023,20758053
ARG,Moderna,3/28/2023,17643537
ARG,Pfizer/BioNTech,3/28/2023,20135018
ARG,Sinopharm/Beijing,3/28/2023,28965331
ARG,Sputnik Light,3/28/2023,7296
ARG,Sputnik V,3/28/2023,20758055
ARG,Moderna,3/29/2023,17646790
ARG,Pfizer/BioNTech,3/29/2023,20142739
ARG,Sinopharm/Beijing,3/29/2023,28965798
ARG,Sputnik Light,3/29/2023,7754
ARG,Sputnik V,3/29/2023,20758056
ARG,Moderna,3/30/2023,17650513
ARG,Oxford/AstraZeneca,3/30/2023,26781143
ARG,Pfizer/BioNTech,3/30/2023,20151611
ARG,Sinopharm/Beijing,3/30/2023,28966188
ARG,Sputnik Light,3/30/2023,8191
ARG,Moderna,3/31/2023,17653922
ARG,Pfizer/BioNTech,3/31/2023,20160261
ARG,Sinopharm/Beijing,3/31/2023,28966626
ARG,Sputnik Light,3/31/2023,8613
ARG,Sputnik V,3/31/2023,20758057
ARG,Moderna,4/1/2023,17654423
ARG,Pfizer/BioNTech,4/1/2023,20162032
ARG,Sinopharm/Beijing,4/1/2023,28966685
ARG,Sputnik Light,4/1/2023,8679
ARG,Moderna,4/2/2023,17654530
ARG,Pfizer/BioNTech,4/2/2023,20162727
ARG,Sinopharm/Beijing,4/2/2023,28966692
ARG,Sputnik Light,4/2/2023,8692
ARG,Moderna,4/3/2023,17657633
ARG,Pfizer/BioNTech,4/3/2023,20170259
ARG,Sinopharm/Beijing,4/3/2023,28966996
ARG,Sputnik Light,4/3/2023,9052
ARG,Moderna,4/4/2023,17660735
ARG,Pfizer/BioNTech,4/4/2023,20177433
ARG,Sinopharm/Beijing,4/4/2023,28967341
ARG,Sputnik Light,4/4/2023,9473
ARG,Sputnik V,4/4/2023,20758058
ARG,Moderna,4/5/2023,17664383
ARG,Pfizer/BioNTech,4/5/2023,20185959
ARG,Sinopharm/Beijing,4/5/2023,28967710
ARG,Sputnik Light,4/5/2023,9978
ARG,Sputnik V,4/5/2023,20758061
ARG,Moderna,4/6/2023,17664640
ARG,Pfizer/BioNTech,4/6/2023,20187040
ARG,Sinopharm/Beijing,4/6/2023,28967731
ARG,Sputnik Light,4/6/2023,10025
ARG,Moderna,4/7/2023,17664906
ARG,Pfizer/BioNTech,4/7/2023,20187588
ARG,Sinopharm/Beijing,4/7/2023,28967751
ARG,Sputnik Light,4/7/2023,10032
ARG,Moderna,4/8/2023,17665106
ARG,Pfizer/BioNTech,4/8/2023,20188749
ARG,Sinopharm/Beijing,4/8/2023,28967764
ARG,Sputnik Light,4/8/2023,10060
ARG,Moderna,4/9/2023,17665153
ARG,Pfizer/BioNTech,4/9/2023,20188819
ARG,Sinopharm/Beijing,4/9/2023,28967769
ARG,Sputnik Light,4/9/2023,10066
ARG,Moderna,4/10/2023,17668457
ARG,Pfizer/BioNTech,4/10/2023,20196425
ARG,Sinopharm/Beijing,4/10/2023,28968064
ARG,Sputnik Light,4/10/2023,10513
ARG,Sputnik V,4/10/2023,20758062
ARG,Moderna,4/11/2023,17672145
ARG,Pfizer/BioNTech,4/11/2023,20204404
ARG,Sinopharm/Beijing,4/11/2023,28968425
ARG,Sputnik Light,4/11/2023,10914
ARG,Sputnik V,4/11/2023,20758066
ARG,Moderna,4/12/2023,17676144
ARG,Oxford/AstraZeneca,4/12/2023,26781144
ARG,Pfizer/BioNTech,4/12/2023,20212193
ARG,Sinopharm/Beijing,4/12/2023,28968742
ARG,Sputnik Light,4/12/2023,11272
ARG,Moderna,4/13/2023,17679686
ARG,Pfizer/BioNTech,4/13/2023,20219768
ARG,Sinopharm/Beijing,4/13/2023,28969003
ARG,Sputnik Light,4/13/2023,11601
ARG,Moderna,4/14/2023,17683825
ARG,Pfizer/BioNTech,4/14/2023,20228732
ARG,Sinopharm/Beijing,4/14/2023,28969302
ARG,Sputnik Light,4/14/2023,11884
ARG,Sputnik V,4/14/2023,20758069
ARG,Moderna,4/15/2023,17684277
ARG,Pfizer/BioNTech,4/15/2023,20230670
ARG,Sinopharm/Beijing,4/15/2023,28969337
ARG,Sputnik Light,4/15/2023,11930
ARG,Moderna,4/16/2023,17684420
ARG,Pfizer/BioNTech,4/16/2023,20231351
ARG,Sinopharm/Beijing,4/16/2023,28969351
ARG,Sputnik Light,4/16/2023,11942
ARG,Moderna,4/17/2023,17687851
ARG,Pfizer/BioNTech,4/17/2023,20239039
ARG,Sinopharm/Beijing,4/17/2023,28969618
ARG,Sputnik Light,4/17/2023,12380
ARG,Moderna,4/18/2023,17691249
ARG,Oxford/AstraZeneca,4/18/2023,26781148
ARG,Pfizer/BioNTech,4/18/2023,20246623
ARG,Sinopharm/Beijing,4/18/2023,28969876
ARG,Sputnik Light,4/18/2023,12753
ARG,Sputnik V,4/18/2023,20758070
ARG,Moderna,4/19/2023,17694876
ARG,Oxford/AstraZeneca,4/19/2023,26781149
ARG,Pfizer/BioNTech,4/19/2023,20253905
ARG,Sinopharm/Beijing,4/19/2023,28970141
ARG,Sputnik Light,4/19/2023,13131
ARG,Sputnik V,4/19/2023,20758072
ARG,Moderna,4/20/2023,17699064
ARG,Pfizer/BioNTech,4/20/2023,20261550
ARG,Sinopharm/Beijing,4/20/2023,28970417
ARG,Sputnik Light,4/20/2023,13504
ARG,Sputnik V,4/20/2023,20758073
ARG,CanSino,4/21/2023,988663
ARG,Moderna,4/21/2023,17703512
ARG,Pfizer/BioNTech,4/21/2023,20270420
ARG,Sinopharm/Beijing,4/21/2023,28970702
ARG,Sputnik Light,4/21/2023,13865
