iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Alabama,10/4/2021,6736230,2595947,43.02,2109349,52.94,137.38,14247,12178,2484,0.68,14974.0,0.31
USA,Alabama,10/5/2021,6742810,2597448,43.07,2111925,52.97,137.52,4901,10470,2135,0.68,15821.0,0.32
USA,Alabama,10/6/2021,6757960,2600070,43.15,2115732,53.03,137.83,10358,11500,2345,0.68,19856.0,0.4
USA,Alabama,10/7/2021,6781040,2602402,43.22,2118943,53.08,138.3,9271,10200,2080,0.679,23696.0,0.48
USA,Alabama,10/8/2021,6829510,2608058,43.38,2126766,53.19,139.29,20885,12874,2626,0.677,31360.0,0.64
USA,Alabama,10/9/2021,6858210,2609534,43.42,2128926,53.22,139.87,5197,12248,2498,0.675,33007.0,0.67
USA,Alabama,10/10/2021,,,,,,,,10555,2153,,,
USA,Alabama,10/11/2021,,,,,,,,9810,2001,,,
USA,Alabama,10/12/2021,6864150,2616672,43.64,2139547,53.37,139.99,,10399,2121,0.678,42621.0,0.87
USA,Alabama,10/13/2021,6884990,2617643,43.66,2140724,53.39,140.42,2975,9344,1906,0.677,43473.0,0.89
USA,Alabama,10/14/2021,6900590,2620146,43.73,2144120,53.44,140.74,9477,9374,1912,0.677,47184.0,0.96
USA,Alabama,10/15/2021,6916550,2622428,43.79,2147033,53.48,141.06,8241,7567,1543,0.676,50387.0,1.03
USA,Alabama,10/16/2021,6945360,2625208,43.86,2150508,53.54,141.65,10316,8299,1693,0.675,54596.0,1.11
USA,Alabama,10/17/2021,6937340,2629346,43.96,2155609,53.63,141.49,15276,9191,1874,0.678,60775.0,1.24
USA,Alabama,10/18/2021,6936920,2631267,44.01,2157856,53.66,141.48,6319,8804,1796,0.679,62992.0,1.28
USA,Alabama,10/19/2021,6946650,2632750,44.04,2159523,53.69,141.68,4282,8127,1657,0.679,64151.0,1.31
USA,Alabama,10/20/2021,6981680,2634995,44.1,2162284,53.74,142.39,8862,8968,1829,0.676,68128.0,1.39
USA,Alabama,10/21/2021,6999770,2637734,44.16,2165154,53.8,142.76,9910,9029,1841,0.676,72537.0,1.48
USA,Alabama,10/22/2021,7045270,2644229,44.26,2170323,53.93,143.69,9615,9226,1882,0.673,70977.0,1.45
USA,Alabama,10/23/2021,7062480,2648588,44.36,2174923,54.02,144.04,17503,10252,2091,0.674,79836.0,1.63
USA,Alabama,10/24/2021,7061780,2650133,44.39,2176540,54.05,144.02,6239,8961,1828,0.675,83012.0,1.69
USA,Alabama,10/25/2021,7058840,2652037,44.42,2177980,54.09,143.96,7542,9136,1863,0.676,87259.0,1.78
USA,Alabama,10/26/2021,7069650,2653566,44.45,2179242,54.12,144.18,5742,9345,1906,0.676,90226.0,1.84
USA,Alabama,10/27/2021,7123260,2659115,44.54,2183682,54.23,145.28,25743,11756,2398,0.675,106328.0,2.17
USA,Alabama,10/28/2021,7163060,2663952,44.61,2187378,54.33,146.09,21987,13482,2750,0.674,119985.0,2.45
USA,Alabama,10/29/2021,7220460,2668028,44.68,2190701,54.41,147.26,20222,14997,3059,0.671,133115.0,2.71
USA,Alabama,10/30/2021,7264740,2672040,44.75,2194074,54.5,148.16,19185,15237,3108,0.67,145269.0,2.96
USA,Alabama,10/31/2021,7266450,2673656,44.78,2195532,54.53,148.2,8220,15520,3165,0.671,150509.0,3.07
USA,Alabama,11/1/2021,7263250,2676227,44.82,2197549,54.58,148.13,9903,15857,3234,0.673,155963.0,3.18
USA,Alabama,11/2/2021,7302580,2677664,44.84,2198533,54.61,148.94,5087,15764,3215,0.67,158669.0,3.24
USA,Alabama,11/3/2021,7316580,2682405,44.92,2202285,54.71,149.22,22540,15306,3122,0.671,173053.0,3.53
USA,Alabama,11/4/2021,7354360,2685449,44.96,2204677,54.77,149.99,13710,14124,2881,0.67,181577.0,3.7
USA,Alabama,11/5/2021,7401100,2688481,45.01,2207077,54.83,150.94,13389,13148,2682,0.667,189925.0,3.87
USA,Alabama,11/6/2021,7407740,2689496,45.03,2208029,54.85,151.08,4423,11039,2251,0.667,192473.0,3.93
USA,Alabama,11/7/2021,7423960,2693121,45.1,2211121,54.93,151.41,17001,12293,2507,0.668,203008.0,4.14
USA,Alabama,11/8/2021,7423960,2695826,45.14,2213458,54.98,151.41,10573,12389,2527,0.67,208680.0,4.26
USA,Alabama,11/9/2021,7456320,2696907,45.16,2214496,55,152.07,3387,12146,2477,0.667,210032.0,4.28
USA,Alabama,11/10/2021,7504060,2701228,45.24,2218371,55.09,153.04,19884,11767,2400,0.666,222047.0,4.53
USA,Alabama,11/11/2021,,,,,,,,10202,2081,,,
USA,Alabama,11/12/2021,7664290,2702878,45.27,2219557,55.12,156.31,,8684,1771,0.652,224860.0,4.59
USA,Alabama,11/13/2021,7683490,2706002,45.31,2221462,55.19,156.7,10881,9606,1959,0.652,230987.0,4.71
USA,Alabama,11/14/2021,7680930,2714714,45.45,2228585,55.37,156.65,35698,12277,2504,0.657,251525.0,5.13
USA,Alabama,11/15/2021,7679330,2718301,45.48,2230181,55.44,156.62,9885,12179,2484,0.658,256328.0,5.23
USA,Alabama,11/16/2021,7696280,2720602,45.51,2231219,55.49,156.96,5176,12435,2536,0.658,258231.0,5.27
USA,Alabama,11/17/2021,7723600,2724085,45.55,2233411,55.56,157.52,15598,11822,2411,0.657,268383.0,5.47
USA,Alabama,11/18/2021,7750770,2731073,45.64,2237829,55.7,158.08,28155,15450,3151,0.659,285449.0,5.82
USA,Alabama,11/19/2021,7781660,2733032,45.66,2238958,55.74,158.71,7200,16085,3281,0.657,289685.0,5.91
USA,Alabama,11/20/2021,7825960,2740397,45.75,2243092,55.89,159.61,26344,18294,3731,0.657,304909.0,6.22
USA,Alabama,11/21/2021,7822360,2742393,45.77,2244148,55.93,159.54,6850,14173,2891,0.658,308822.0,6.3
USA,Alabama,11/22/2021,7818860,2745330,45.8,2245543,55.99,159.46,8978,14043,2864,0.659,313536.0,6.39
USA,Alabama,11/23/2021,7827970,2749881,45.85,2247882,56.08,159.65,15326,15493,3160,0.66,322129.0,6.57
USA,Alabama,11/24/2021,7847520,2755913,45.98,2254666,56.21,160.05,20702,16222,3308,0.661,330439.0,6.74
USA,Alabama,11/25/2021,,,,,,,,13285,2709,,,
USA,Alabama,11/26/2021,,,,,,,,13342,2721,,,
USA,Alabama,11/27/2021,,,,,,,,10664,2175,,,
USA,Alabama,11/28/2021,,,,,,,,10771,2197,,,
USA,Alabama,11/29/2021,7802940,2767489,46.14,2262464,56.44,159.14,,10573,2156,0.67,349544.0,7.13
USA,Alabama,11/30/2021,7834540,2772024,46.18,2264466,56.54,159.78,13472,10309,2103,0.669,356577.0,7.27
USA,Alabama,12/1/2021,7870000,2776759,46.23,2266861,56.63,160.51,16758,9745,1987,0.668,366464.0,7.47
USA,Alabama,12/2/2021,7880350,2780216,46.27,2268570,56.7,160.72,9922,10077,2055,0.669,371348.0,7.57
USA,Alabama,12/3/2021,7902810,2788826,46.36,2273361,56.88,161.18,32685,13661,2786,0.671,390983.0,7.97
USA,Alabama,12/4/2021,7895690,2791469,46.39,2274438,56.93,161.03,9349,13911,2837,0.673,396768.0,8.09
USA,Alabama,12/5/2021,7868950,2797899,46.47,2278670,57.06,160.49,24180,16280,3320,0.678,410642.0,8.38
USA,Alabama,12/6/2021,7866010,2801384,46.54,2281756,57.13,160.43,13177,17078,3483,0.68,417371.0,8.51
USA,Alabama,12/7/2021,7894870,2804132,46.58,2283759,57.19,161.02,9957,16575,3380,0.679,422668.0,8.62
USA,Alabama,12/8/2021,7929510,2807664,46.64,2286632,57.26,161.72,14426,16242,3313,0.678,430884.0,8.79
USA,Alabama,12/9/2021,7935800,2809478,46.67,2288180,57.3,161.85,6887,15809,3224,0.678,434525.0,8.86
USA,Alabama,12/10/2021,7950160,2815260,46.77,2293071,57.42,162.14,24895,14696,2997,0.68,448997.0,9.16
USA,Alabama,12/11/2021,7997400,2819200,46.84,2296493,57.5,163.11,17255,15825,3227,0.678,459161.0,9.36
USA,Alabama,12/12/2021,7999700,2820475,46.86,2297625,57.52,163.15,5710,13187,2689,0.678,462537.0,9.43
USA,Alabama,12/13/2021,7999700,2822664,46.91,2299840,57.57,163.15,9017,12592,2568,0.68,467193.0,9.53
USA,Alabama,12/14/2021,8020150,2825574,46.96,2302467,57.63,163.57,12494,12955,2642,0.679,474243.0,9.67
USA,Alabama,12/15/2021,8050350,2828316,47.01,2304915,57.68,164.19,10971,12461,2541,0.678,480227.0,9.79
USA,Alabama,12/16/2021,8069670,2829865,47.04,2306267,57.71,164.58,5382,12246,2498,0.677,482834.0,9.85
USA,Alabama,12/17/2021,8120290,2834061,47.11,2309833,57.8,165.61,18499,11333,2311,0.675,493907.0,10.07
USA,Alabama,12/18/2021,8039060,2837454,47.16,2312217,57.87,163.96,14403,10925,2228,0.684,502762.0,10.25
USA,Alabama,12/19/2021,8008500,2838792,47.18,2313129,57.9,163.33,5183,10850,2213,0.687,505747.0,10.31
USA,Alabama,12/20/2021,7977980,2840554,47.2,2314410,57.93,162.71,6716,10521,2146,0.691,509455.0,10.39
USA,Alabama,12/21/2021,7985890,2842738,47.24,2316077,57.98,162.87,8467,9946,2028,0.691,514090.0,10.48
USA,Alabama,12/22/2021,8016810,2845635,47.28,2318310,58.04,163.5,12486,10162,2073,0.69,521603.0,10.64
USA,Alabama,12/23/2021,8046130,2849954,47.34,2321403,58.12,164.1,18007,11966,2440,0.69,532322.0,10.86
USA,Alabama,12/24/2021,,,,,,,,10848,2212,,,
USA,Alabama,12/25/2021,,,,,,,,10315,2104,,,
USA,Alabama,12/26/2021,,,,,,,,11100,2264,,,
USA,Alabama,12/27/2021,7994150,2860243,47.49,2328730,58.33,163.04,,11665,2379,0.7,557647.0,11.37
USA,Alabama,12/28/2021,7994010,2863485,47.55,2331596,58.4,163.04,12941,12304,2509,0.701,564539.0,11.51
USA,Alabama,12/29/2021,8039790,2864442,47.57,2332287,58.42,163.97,3281,10989,2241,0.698,566205.0,11.55
USA,Alabama,12/30/2021,8051430,2868764,47.63,2335344,58.51,164.21,15999,10702,2183,0.699,574981.0,11.73
USA,Alabama,12/31/2021,,,,,,,,10722,2187,,,
USA,Alabama,1/1/2022,,,,,,,,10742,2191,,,
USA,Alabama,1/2/2022,,,,,,,,10762,2195,,,
USA,Alabama,1/3/2022,,,,,,,,10782,2199,,,
USA,Alabama,1/4/2022,8027420,2884819,47.84,2345599,58.84,163.72,,10478,2137,0.707,603124.0,12.3
USA,Alabama,1/5/2022,8071240,2886070,47.85,2346404,58.86,164.61,3494,10508,2143,0.704,604626.0,12.33
USA,Alabama,1/6/2022,8391130,2890246,47.91,2349085,58.95,171.14,13954,10216,2084,0.679,611874.0,12.48
USA,Alabama,1/7/2022,8391130,2894430,47.96,2351731,59.03,171.14,14626,10761,2195,0.681,619829.0,12.64
USA,Alabama,1/8/2022,8498480,2898115,48.01,2354087,59.11,173.33,13009,11075,2259,0.673,627028.0,12.79
USA,Alabama,1/9/2022,8499980,2900267,48.04,2355660,59.15,173.36,8085,10685,2179,0.674,631515.0,12.88
USA,Alabama,1/10/2022,8499580,2903320,48.09,2357727,59.21,173.35,10876,10694,2181,0.676,637400.0,13.0
USA,Alabama,1/11/2022,8582180,2904923,48.11,2358758,59.25,175.03,4994,9863,2012,0.67,639783.0,13.05
USA,Alabama,1/12/2022,8622020,2908943,48.16,2361490,59.33,175.85,14192,11391,2323,0.668,647357.0,13.2
USA,Alabama,1/13/2022,8642820,2912053,48.21,2363643,59.39,176.27,10406,10884,2220,0.668,652629.0,13.31
USA,Alabama,1/14/2022,8667990,2919436,48.33,2369558,59.54,176.78,23222,12112,2470,0.669,663227.0,13.53
USA,Alabama,1/15/2022,8707560,2922396,48.37,2371514,59.6,177.59,10597,11767,2400,0.667,669006.0,13.64
USA,Alabama,1/16/2022,,,,,,,,11336,2312,,,
USA,Alabama,1/17/2022,,,,,,,,10506,2143,,,
USA,Alabama,1/18/2022,8710160,2927217,48.42,2374104,59.7,177.64,,10516,2145,0.668,676917.0,13.81
USA,Alabama,1/19/2022,8727360,2962441,48.87,2396308,60.42,177.99,7892,9616,1961,0.668,630356.0,12.86
USA,Alabama,1/20/2022,8736560,2963667,48.89,2397146,60.44,178.18,2720,8518,1737,0.667,631073.0,12.87
USA,Alabama,1/21/2022,8764630,2969685,48.97,2401094,60.57,178.75,19880,8041,1640,0.668,641471.0,13.08
USA,Alabama,1/22/2022,8795830,2969945,48.97,2401192,60.57,179.39,161,6550,1336,0.665,641283.0,13.08
USA,Alabama,1/23/2022,8798430,2985706,49.19,2411652,60.89,179.44,56913,13957,2847,0.672,672921.0,13.72
USA,Alabama,1/24/2022,8798530,2986497,49.2,2412148,60.91,179.45,1974,13515,2756,0.672,673617.0,13.74
USA,Alabama,1/25/2022,8824030,2989103,49.24,2414385,60.96,179.97,9254,14113,2878,0.671,678094.0,13.83
USA,Alabama,1/26/2022,8840730,2992597,49.31,2417639,61.03,180.31,13677,14940,3047,0.671,685126.0,13.97
USA,Alabama,1/27/2022,8855430,2993196,49.32,2418268,61.05,180.61,1953,14830,3025,0.67,685883.0,13.99
USA,Alabama,1/28/2022,8874230,2996356,49.39,2421487,61.11,180.99,12011,13706,2795,0.67,691609.0,14.11
USA,Alabama,1/29/2022,8897300,2996882,49.4,2421967,61.12,181.46,1564,13907,2836,0.669,692194.0,14.12
USA,Alabama,1/30/2022,8897300,2998983,49.44,2423893,61.16,181.46,7397,6833,1394,0.669,695654.0,14.19
USA,Alabama,1/31/2022,8897300,3000205,49.46,2425057,61.19,181.46,3779,7091,1446,0.67,697064.0,14.22
USA,Alabama,2/1/2022,8903600,3001733,49.49,2426408,61.22,181.59,4513,6413,1308,0.67,698716.0,14.25
USA,Alabama,2/2/2022,8913200,3003096,49.52,2427838,61.25,181.78,4757,5139,1048,0.67,700723.0,14.29
USA,Alabama,2/3/2022,8924900,3004743,49.55,2429527,61.28,182.02,5965,5712,1165,0.67,703395.0,14.35
USA,Alabama,2/4/2022,8927700,3006718,49.59,2431444,61.32,182.08,6348,4903,1000,0.67,705904.0,14.4
USA,Alabama,2/5/2022,8932500,3008488,49.62,2433084,61.36,182.18,5317,5439,1109,0.67,707890.0,14.44
USA,Alabama,2/6/2022,8934700,3009912,49.65,2434307,61.39,182.22,3854,4933,1006,0.671,709150.0,14.46
USA,Alabama,2/7/2022,8934700,3010724,49.67,2435296,61.4,182.22,2922,4811,981,0.671,710290.0,14.49
USA,Alabama,2/8/2022,8941300,3012729,49.72,2437859,61.44,182.36,7236,5200,1061,0.671,713025.0,14.54
USA,Alabama,2/9/2022,8976400,3014105,49.75,2439486,61.47,183.07,4835,5211,1063,0.669,714917.0,14.58
USA,Alabama,2/10/2022,8989300,3014623,49.76,2440010,61.48,183.34,1297,4544,927,0.668,715189.0,14.59
USA,Alabama,2/11/2022,9003600,3016727,49.82,2442615,61.53,183.63,7931,4770,973,0.668,718467.0,14.65
USA,Alabama,2/12/2022,9013500,3018303,49.85,2444148,61.56,183.83,4990,4724,963,0.668,720410.0,14.69
USA,Alabama,2/13/2022,9013800,3018754,49.86,2444634,61.57,183.84,1288,4357,889,0.668,720772.0,14.7
USA,Alabama,2/14/2022,9013800,3019677,49.88,2445646,61.59,183.84,2962,4363,890,0.668,721814.0,14.72
USA,Alabama,2/15/2022,9017400,3021405,49.93,2448121,61.62,183.91,7219,4360,889,0.669,724879.0,14.78
USA,Alabama,2/16/2022,9023700,3021893,49.94,2448559,61.63,184.04,998,3812,777,0.669,724974.0,14.79
USA,Alabama,2/17/2022,9180640,3024814,50.01,2451886,61.69,187.24,31400,8113,1655,0.661,750315.0,15.3
USA,Alabama,2/18/2022,9197040,3025797,50.03,2452990,61.71,187.57,3268,7446,1519,0.66,751552.0,15.33
USA,Alabama,2/19/2022,9207240,3026281,50.04,2453426,61.72,187.78,1121,6894,1406,0.659,751771.0,15.33
USA,Alabama,2/20/2022,,,,,,,,7397,1509,,,
USA,Alabama,2/21/2022,,,,,,,,7662,1563,,,
USA,Alabama,2/22/2022,9212140,3030186,50.13,2457846,61.8,187.88,,7318,1492,0.66,758164.0,15.46
USA,Alabama,2/23/2022,9223840,3030412,50.13,2458072,61.8,188.12,530,7251,1479,0.66,758253.0,15.46
USA,Alabama,2/24/2022,9229440,3031464,50.16,2459363,61.83,188.23,3786,3306,674,0.66,759750.0,15.5
USA,Alabama,2/25/2022,9245840,3032452,50.18,2460564,61.85,188.57,3682,3366,686,0.659,761308.0,15.53
USA,Alabama,2/26/2022,9252240,3033599,50.21,2461775,61.87,188.7,3382,3689,752,0.659,762403.0,15.55
USA,Alabama,2/27/2022,,,,,,,,3350,683,,,
USA,Alabama,2/28/2022,9253940,3034896,50.24,2463410,61.9,188.73,,3011,614,0.659,764427.0,15.59
USA,Alabama,3/1/2022,9254240,3035346,50.25,2463862,61.91,188.74,1367,2519,514,0.659,764907.0,15.6
USA,Alabama,3/2/2022,9265240,3036676,50.28,2465401,61.93,188.96,4908,3145,641,0.659,767028.0,15.64
USA,Alabama,3/3/2022,9271440,3037417,50.3,2466221,61.95,189.09,2723,2993,610,0.659,768223.0,15.67
USA,Alabama,3/4/2022,9290440,3038492,50.33,2467540,61.97,189.48,3789,3008,613,0.658,769692.0,15.7
USA,Alabama,3/5/2022,9297840,3039266,50.35,2468584,61.99,189.63,2941,2945,601,0.658,770852.0,15.72
USA,Alabama,3/6/2022,9297840,3039324,50.35,2468635,61.99,189.63,71,2606,531,0.658,770818.0,15.72
USA,Alabama,3/7/2022,9297840,3039893,50.36,2469222,62,189.63,1938,2534,517,0.658,771618.0,15.74
USA,Alabama,3/8/2022,9302640,3040195,50.37,2469598,62,189.73,871,2463,502,0.658,771834.0,15.74
USA,Alabama,3/9/2022,9308040,3040966,50.38,2470363,62.02,189.84,2248,2083,425,0.657,772600.0,15.76
USA,Alabama,3/10/2022,9315840,3042339,50.41,2471885,62.05,190,4383,2320,473,0.657,774272.0,15.79
USA,Alabama,3/11/2022,9328540,3043079,50.43,2472796,62.06,190.25,2700,2165,442,0.657,775354.0,15.81
USA,Alabama,3/12/2022,9328540,3043892,50.45,2473660,62.08,190.25,2699,2130,434,0.657,776417.0,15.83
USA,Alabama,3/13/2022,9328540,3044160,50.46,2474026,62.09,190.25,925,2252,459,0.657,776723.0,15.84
USA,Alabama,3/14/2022,9335540,3044609,50.47,2474488,62.09,190.4,1462,2184,445,0.657,777284.0,15.85
USA,Alabama,3/15/2022,9337440,3045185,50.48,2475174,62.11,190.44,1851,2324,474,0.657,777912.0,15.87
USA,Alabama,3/16/2022,9344040,3045967,50.5,2476199,62.12,190.57,2683,2386,487,0.657,778870.0,15.88
USA,Alabama,3/17/2022,9349340,3046606,50.52,2477117,62.14,190.68,2287,2087,426,0.657,779658.0,15.9
USA,Alabama,3/18/2022,9355140,3047316,50.54,2477863,62.15,190.8,2445,2050,418,0.656,780691.0,15.92
USA,Alabama,3/19/2022,9355140,3047990,50.55,2478446,62.16,190.8,2033,1955,399,0.657,781494.0,15.94
USA,Alabama,3/20/2022,9355140,3048527,50.56,2478935,62.17,190.8,1714,2068,422,0.657,782209.0,15.95
USA,Alabama,3/21/2022,9355140,3048762,50.56,2479179,62.18,190.8,799,1973,402,0.657,782532.0,15.96
USA,Alabama,3/22/2022,9355140,3048830,50.56,2479239,62.18,190.8,93,1722,351,0.657,782497.0,15.96
USA,Alabama,3/23/2022,9368940,3049380,50.57,2479697,62.19,191.08,1709,1583,323,0.656,783227.0,15.97
USA,Alabama,3/24/2022,9377040,3050032,50.59,2480282,62.21,191.24,2101,1556,317,0.656,784141.0,15.99
USA,Alabama,3/25/2022,9388840,3050642,50.6,2480944,62.22,191.48,2206,1522,310,0.655,785135.0,16.01
USA,Alabama,3/26/2022,9396740,3051266,50.61,2481568,62.23,191.65,2060,1526,311,0.655,785976.0,16.03
USA,Alabama,3/27/2022,9396740,3051334,50.61,2481596,62.23,191.65,68,1291,263,0.655,785950.0,16.03
USA,Alabama,3/28/2022,9396740,3051372,50.61,2481615,62.23,191.65,2,1177,240,0.655,785898.0,16.03
USA,Alabama,3/29/2022,9400540,3052367,50.63,2482580,62.25,191.72,3457,1658,338,0.655,787456.0,16.06
USA,Alabama,3/30/2022,9408940,3052890,50.64,2483057,62.26,191.89,1654,1650,337,0.655,788139.0,16.07
USA,Alabama,3/31/2022,9416240,3053982,50.66,2484171,62.29,192.04,4374,1974,403,0.655,790402.0,16.12
USA,Alabama,4/1/2022,9416240,3054697,50.68,2484952,62.3,192.04,3777,2199,448,0.655,792716.0,16.17
USA,Alabama,4/2/2022,9441440,3055443,50.7,2485756,62.32,192.56,4624,2565,523,0.654,795844.0,16.23
USA,Alabama,4/3/2022,9441740,3055650,50.7,2485999,62.32,192.56,1005,2699,550,0.654,796421.0,16.24
USA,Alabama,4/4/2022,9441740,3056098,50.71,2486493,62.33,192.56,2987,3125,637,0.654,798473.0,16.28
USA,Alabama,4/5/2022,9455740,3056752,50.73,2487271,62.34,192.85,4186,3230,659,0.654,801253.0,16.34
USA,Alabama,4/6/2022,9470540,3057332,50.73,2487607,62.35,193.15,1949,3272,667,0.653,802317.0,16.36
USA,Alabama,4/7/2022,9485140,3058413,50.76,2488817,62.38,193.45,7107,3662,747,0.653,807186.0,16.46
USA,Alabama,4/8/2022,9505640,3059166,50.78,2489605,62.39,193.87,5075,3848,785,0.652,810743.0,16.54
USA,Alabama,4/9/2022,9505640,3059869,50.79,2490378,62.41,193.87,4887,3885,792,0.652,814187.0,16.61
USA,Alabama,4/10/2022,9526040,3059998,50.79,2490420,62.41,194.28,94,3755,766,0.651,814115.0,16.6
USA,Alabama,4/11/2022,9526040,3060476,50.8,2490980,62.42,194.28,2991,3756,766,0.651,816098.0,16.64
USA,Alabama,4/12/2022,9530740,3061267,50.82,2491778,62.43,194.38,4962,3866,788,0.651,819506.0,16.71
USA,Alabama,4/13/2022,9539540,3061990,50.84,2492564,62.45,194.56,4629,4249,867,0.651,822675.0,16.78
USA,Alabama,4/14/2022,9550940,3062680,50.85,2493334,62.46,194.79,4916,3936,803,0.651,826172.0,16.85
USA,Alabama,4/15/2022,9566240,3063579,50.87,2494227,62.48,195.1,5921,4057,827,0.65,830337.0,16.93
USA,Alabama,4/16/2022,,,,,,,,4330,883,,,
USA,Alabama,4/17/2022,9582540,3067786,50.95,2498177,62.57,195.44,,5288,1078,0.651,836019.0,17.05
USA,Alabama,4/18/2022,9582540,3068367,50.96,2498711,62.58,195.44,3266,5328,1087,0.651,838187.0,17.09
USA,Alabama,4/19/2022,9584440,3068703,50.97,2499054,62.59,195.47,1240,4796,978,0.651,838758.0,17.11
USA,Alabama,4/20/2022,9605440,3069113,50.98,2499476,62.59,195.9,2743,4527,923,0.65,840695.0,17.15
USA,Alabama,4/21/2022,9617540,3070177,51,2500762,62.62,196.15,7869,4948,1009,0.65,846261.0,17.26
USA,Alabama,4/22/2022,,,,,,,,4741,967,,,
USA,Alabama,4/23/2022,9645340,3071439,51.03,2502211,62.64,196.72,,4409,899,0.649,852570.0,17.39
USA,Alabama,4/24/2022,9645340,3071559,51.03,2502265,62.64,196.72,103,3452,704,0.649,852503.0,17.39
USA,Alabama,4/25/2022,9646540,3072184,51.05,2502894,62.66,196.74,3624,3503,714,0.649,854902.0,17.44
USA,Alabama,4/26/2022,9653140,3072274,51.05,2502957,62.66,196.87,91,3339,681,0.649,854841.0,17.43
USA,Alabama,4/27/2022,9661540,3072710,51.06,2503347,62.67,197.05,2359,3284,670,0.649,856393.0,17.47
USA,Alabama,4/28/2022,,,,,,,,2740,559,,,
USA,Alabama,4/29/2022,9691340,3073984,51.08,2504640,62.69,197.65,,2682,547,0.647,862012.0,17.58
USA,Alabama,4/30/2022,9700140,3074526,51.09,2505234,62.7,197.83,3691,2571,524,0.647,864615.0,17.63
USA,Alabama,5/1/2022,9700140,3075228,51.11,2506023,62.72,197.83,4638,3219,657,0.648,867791.0,17.7
USA,Alabama,5/2/2022,9700140,3075480,51.11,2506225,62.72,197.83,1119,2861,583,0.648,868460.0,17.71
USA,Alabama,5/3/2022,9706540,3075618,51.12,2506330,62.73,197.96,149,2869,585,0.647,868367.0,17.71
USA,Alabama,5/4/2022,9713640,3076115,51.13,2506812,62.74,198.11,2811,2934,598,0.647,870236.0,17.75
USA,Alabama,5/5/2022,9719840,3076727,51.14,2507427,62.75,198.24,3707,2883,588,0.647,872749.0,17.8
USA,Alabama,5/6/2022,9733340,3077279,51.15,2508027,62.76,198.51,3606,2817,575,0.647,875230.0,17.85
USA,Alabama,5/7/2022,9740540,3077377,51.15,2508078,62.76,198.66,63,2299,469,0.646,875146.0,17.85
USA,Alabama,5/8/2022,9741240,3077440,51.15,2508105,62.76,198.67,71,1647,336,0.646,875131.0,17.85
USA,Alabama,5/9/2022,9741240,3077478,51.15,2508122,62.76,198.67,0,1487,303,0.646,875078.0,17.85
USA,Alabama,5/10/2022,9746940,3078789,51.18,2509666,62.79,198.79,8704,2709,552,0.647,880972.0,17.97
USA,Alabama,5/11/2022,,,,,,,,2742,559,,,
USA,Alabama,5/12/2022,9771940,3079807,51.21,2510739,62.81,199.3,,2647,540,0.646,885020.0,18.05
USA,Alabama,5/13/2022,9785840,3080476,51.22,2511297,62.83,199.58,3843,2681,547,0.645,887656.0,18.1
USA,Alabama,5/14/2022,9795840,3081121,51.23,2511897,62.84,199.79,3740,3206,654,0.645,890172.0,18.15
USA,Alabama,5/15/2022,9795840,3081198,51.23,2511927,62.84,199.79,96,3210,655,0.645,890165.0,18.15
USA,Alabama,5/16/2022,9798840,3081952,51.25,2512778,62.86,199.85,5375,3977,811,0.645,893958.0,18.23
USA,Alabama,5/17/2022,9802940,3082225,51.25,2513048,62.86,199.93,1108,2892,590,0.645,894529.0,18.24
USA,Alabama,5/18/2022,9808740,3082744,51.26,2513558,62.87,200.05,3004,2887,589,0.645,896535.0,18.28
USA,Alabama,5/19/2022,9818740,3083317,51.28,2514114,62.88,200.25,3613,2968,605,0.645,899032.0,18.34
USA,Alabama,5/20/2022,9837240,3083907,51.29,2514690,62.9,200.63,3464,2914,594,0.644,901348.0,18.38
USA,Alabama,5/21/2022,9848640,3084514,51.3,2515325,62.91,200.86,3668,2904,592,0.643,903798.0,18.43
USA,Alabama,5/22/2022,9849240,3085081,51.31,2515884,62.92,200.87,3489,3389,691,0.644,906192.0,18.48
USA,Alabama,5/23/2022,9849240,3085443,51.32,2516275,62.93,200.87,2334,2954,602,0.644,907780.0,18.51
USA,Alabama,5/24/2022,9859540,3085814,51.33,2516586,62.93,201.08,1459,3004,613,0.643,908560.0,18.53
USA,Alabama,5/25/2022,9867440,3086347,51.34,2517102,62.95,201.25,3196,3032,618,0.643,910740.0,18.57
USA,Alabama,5/26/2022,9886440,3087026,51.35,2517736,62.96,201.63,3828,3063,625,0.642,913279.0,18.63
